Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,half_time_result_sum,final_result_sum,home_team_proportion,away_team_proportion,TimeNew,TimeSlot,Day,Month,Year,Weekday,Weekend,0.5_under_half,1.5_under_half,2.5_under_half,0.5_under_final,1.5_under_final,2.5_under_final,3.5_under_final,4.5_under_final,0.5_above_half,1.5_above_half,2.5_above_half,0.5_above_final,1.5_above_final,2.5_above_final,3.5_above_final,4.5_above_final,mutual_goal,MS_1_under_1_5,MS_2_under_1_5,MS_0_under_1_5,MS_1_above_1_5,MS_2_above_1_5,MS_0_above_1_5,MS_1_under_2_5,MS_2_under_2_5,MS_0_under_2_5,MS_1_above_2_5,MS_2_above_2_5,MS_0_above_2_5,MS_1_under_3_5,MS_2_under_3_5,MS_0_under_3_5,MS_1_above_3_5,MS_2_above_3_5,MS_0_above_3_5,MS_1_under_4_5,MS_2_under_4_5,MS_0_under_4_5,MS_1_above_4_5,MS_2_above_4_5,MS_0_above_4_5
2019-09-28,12:30,Sheffield United,Liverpool,0,1,2,0,0,0,12,16,2,4,8,4,6,5,1,1,0,0,0,1,16.666666666666664,25.0,12,Morning,28,9,2019,5,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2019-09-28,15:00,Aston Villa,Burnley,2,2,0,1,0,1,16,10,3,3,10,16,7,3,1,4,0,0,1,4,18.75,30.0,15,Morning,28,9,2019,5,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019-09-28,15:00,Bournemouth,West Ham,2,2,0,1,1,0,13,17,5,6,7,8,6,6,3,1,0,0,2,4,38.46153846153847,35.294117647058826,15,Morning,28,9,2019,5,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019-09-28,15:00,Chelsea,Brighton,2,0,1,0,0,0,24,8,10,1,5,13,5,2,2,3,0,0,0,2,41.66666666666667,12.5,15,Morning,28,9,2019,5,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-09-28,15:00,Crystal Palace,Norwich,2,0,1,1,0,1,15,10,3,3,14,10,5,5,3,1,0,0,1,2,20.0,30.0,15,Morning,28,9,2019,5,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-09-28,15:00,Tottenham,Southampton,2,1,1,2,1,1,9,14,4,6,5,16,6,6,0,2,1,0,3,3,44.44444444444444,42.857142857142854,15,Morning,28,9,2019,5,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-09-28,15:00,Wolves,Watford,2,0,1,1,0,1,6,14,2,5,5,6,1,6,0,1,0,0,1,2,33.33333333333333,35.714285714285715,15,Morning,28,9,2019,5,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-09-28,17:30,Everton,Man City,1,3,2,1,1,0,12,20,8,9,4,8,5,2,2,2,0,0,2,4,66.66666666666666,45.0,17,Afternoon,28,9,2019,5,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-29,16:30,Leicester,Newcastle,5,0,1,1,0,1,13,3,5,0,12,9,9,0,1,1,0,1,1,5,38.46153846153847,0.0,16,Afternoon,29,9,2019,6,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-09-30,20:00,Man United,Arsenal,1,1,0,1,0,1,16,10,4,5,18,13,8,7,4,2,0,0,1,2,25.0,50.0,20,Night,30,9,2019,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2019-10-05,12:30,Brighton,Tottenham,3,0,1,2,0,1,17,8,6,3,11,7,4,4,2,1,0,0,2,3,35.294117647058826,37.5,12,Morning,5,10,2019,5,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-10-05,15:00,Burnley,Everton,1,0,1,0,0,0,9,11,3,2,5,12,7,9,2,1,0,1,0,1,33.33333333333333,18.181818181818183,15,Morning,5,10,2019,5,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-10-05,15:00,Liverpool,Leicester,2,1,1,1,0,1,18,2,8,1,9,17,4,6,1,4,0,0,1,3,44.44444444444444,50.0,15,Morning,5,10,2019,5,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-10-05,15:00,Norwich,Aston Villa,1,5,2,0,2,2,21,22,5,12,14,17,10,6,1,3,0,0,2,6,23.809523809523807,54.54545454545454,15,Morning,5,10,2019,5,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2019-10-05,15:00,Watford,Sheffield United,0,0,0,0,0,0,8,9,2,3,7,6,7,7,0,2,0,0,0,0,25.0,33.33333333333333,15,Morning,5,10,2019,5,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2019-10-05,17:30,West Ham,Crystal Palace,1,2,2,0,0,0,9,7,4,4,11,7,2,2,3,2,0,0,0,3,44.44444444444444,57.14285714285714,17,Afternoon,5,10,2019,5,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2019-10-06,14:00,Arsenal,Bournemouth,1,0,1,1,0,1,12,10,2,2,12,6,14,5,1,2,0,0,1,1,16.666666666666664,20.0,14,Morning,6,10,2019,6,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-10-06,14:00,Man City,Wolves,0,2,2,0,0,0,18,7,2,2,11,14,9,1,5,2,0,0,0,2,11.11111111111111,28.57142857142857,14,Morning,6,10,2019,6,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2019-10-06,14:00,Southampton,Chelsea,1,4,2,1,3,2,10,13,3,7,8,15,3,4,0,1,0,0,4,5,30.0,53.84615384615385,14,Morning,6,10,2019,6,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-10-06,16:30,Newcastle,Man United,1,0,1,0,0,0,12,12,2,3,12,10,4,6,3,3,0,0,0,1,16.666666666666664,25.0,16,Afternoon,6,10,2019,6,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-10-19,12:30,Everton,West Ham,2,0,1,1,0,1,19,8,10,4,15,15,11,2,2,2,0,0,1,2,52.63157894736842,50.0,12,Morning,19,10,2019,5,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-10-19,15:00,Aston Villa,Brighton,2,1,1,1,1,0,24,20,8,5,9,17,7,5,1,2,0,1,2,3,33.33333333333333,25.0,15,Morning,19,10,2019,5,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-10-19,15:00,Bournemouth,Norwich,0,0,0,0,0,0,11,10,2,1,8,11,6,7,1,3,0,0,0,0,18.181818181818183,10.0,15,Morning,19,10,2019,5,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2019-10-19,15:00,Chelsea,Newcastle,1,0,1,0,0,0,16,5,8,0,9,12,11,0,2,1,0,0,0,1,50.0,0.0,15,Morning,19,10,2019,5,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-10-19,15:00,Leicester,Burnley,2,1,1,1,1,0,19,13,3,4,4,10,9,4,0,3,0,0,2,3,15.789473684210526,30.76923076923077,15,Morning,19,10,2019,5,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-10-19,15:00,Tottenham,Watford,1,1,0,0,1,2,12,7,2,2,5,9,11,2,4,3,0,0,1,2,16.666666666666664,28.57142857142857,15,Morning,19,10,2019,5,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2019-10-19,15:00,Wolves,Southampton,1,1,0,0,0,0,4,14,1,5,10,17,1,3,3,2,0,0,0,2,25.0,35.714285714285715,15,Morning,19,10,2019,5,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2019-10-19,17:30,Crystal Palace,Man City,0,2,2,0,2,2,7,21,2,10,8,10,1,8,1,1,0,0,2,2,28.57142857142857,47.61904761904761,17,Afternoon,19,10,2019,5,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2019-10-20,16:30,Man United,Liverpool,1,1,0,1,0,1,7,10,2,4,6,14,3,1,0,1,0,0,1,2,28.57142857142857,40.0,16,Afternoon,20,10,2019,6,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2019-10-21,20:00,Sheffield United,Arsenal,1,0,1,1,0,1,8,9,2,3,10,12,7,12,4,4,0,0,1,1,25.0,33.33333333333333,20,Night,21,10,2019,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-10-25,20:00,Southampton,Leicester,0,9,2,0,5,2,6,25,3,15,3,12,2,7,0,0,1,0,5,9,50.0,60.0,20,Night,25,10,2019,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2019-10-26,12:30,Man City,Aston Villa,3,0,1,0,0,0,25,11,9,5,10,5,13,7,1,1,1,0,0,3,36.0,45.45454545454545,12,Morning,26,10,2019,5,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-10-26,15:00,Brighton,Everton,3,2,1,1,1,0,8,10,4,6,12,12,0,5,2,1,0,0,2,5,50.0,60.0,15,Morning,26,10,2019,5,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-10-26,15:00,Watford,Bournemouth,0,0,0,0,0,0,7,15,3,5,14,8,5,10,5,3,0,0,0,0,42.857142857142854,33.33333333333333,15,Morning,26,10,2019,5,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2019-10-26,15:00,West Ham,Sheffield United,1,1,0,1,0,1,12,10,4,4,7,10,10,4,2,2,0,0,1,2,33.33333333333333,40.0,15,Morning,26,10,2019,5,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2019-10-26,17:30,Burnley,Chelsea,2,4,2,0,2,2,13,16,5,7,7,8,5,6,3,2,0,0,2,6,38.46153846153847,43.75,17,Afternoon,26,10,2019,5,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2019-10-27,14:00,Newcastle,Wolves,1,1,0,1,0,1,13,13,2,5,8,15,3,6,2,2,1,0,1,2,15.384615384615385,38.46153846153847,14,Morning,27,10,2019,6,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2019-10-27,16:30,Arsenal,Crystal Palace,2,2,0,2,1,1,15,10,6,4,18,9,12,5,2,0,0,0,3,4,40.0,40.0,16,Afternoon,27,10,2019,6,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019-10-27,16:30,Liverpool,Tottenham,2,1,1,0,1,2,21,11,13,4,9,11,8,3,3,3,0,0,1,3,61.904761904761905,36.36363636363637,16,Afternoon,27,10,2019,6,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-10-27,16:30,Norwich,Man United,1,3,2,0,2,2,10,21,3,11,13,10,1,10,2,2,0,0,2,4,30.0,52.38095238095239,16,Afternoon,27,10,2019,6,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-11-02,12:30,Bournemouth,Man United,1,0,1,1,0,1,12,15,6,4,14,12,4,10,4,3,0,0,1,1,50.0,26.666666666666668,12,Morning,2,11,2019,5,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-11-02,15:00,Arsenal,Wolves,1,1,0,1,0,1,10,25,4,8,6,15,8,9,0,2,0,0,1,2,40.0,32.0,15,Morning,2,11,2019,5,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2019-11-02,15:00,Aston Villa,Liverpool,1,2,2,1,0,1,5,25,2,6,12,9,2,10,1,2,0,0,1,3,40.0,24.0,15,Morning,2,11,2019,5,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2019-11-02,15:00,Brighton,Norwich,2,0,1,0,0,0,21,7,5,0,11,8,8,3,0,1,0,0,0,2,23.809523809523807,0.0,15,Morning,2,11,2019,5,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-11-02,15:00,Man City,Southampton,2,1,1,0,1,2,26,3,4,3,11,10,17,0,3,1,0,0,1,3,15.384615384615385,100.0,15,Morning,2,11,2019,5,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-11-02,15:00,Sheffield United,Burnley,3,0,1,3,0,1,13,6,6,0,8,12,7,6,1,2,0,0,3,3,46.15384615384615,0.0,15,Morning,2,11,2019,5,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-11-02,15:00,West Ham,Newcastle,2,3,2,0,2,2,16,12,6,9,10,7,7,3,2,1,0,0,2,5,37.5,75.0,15,Morning,2,11,2019,5,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-11-02,17:30,Watford,Chelsea,1,2,2,0,1,2,12,16,3,10,8,5,1,6,4,2,0,0,1,3,25.0,62.5,17,Afternoon,2,11,2019,5,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2019-11-03,14:00,Crystal Palace,Leicester,0,2,2,0,0,0,12,14,3,5,15,16,5,6,2,2,0,0,0,2,25.0,35.714285714285715,14,Morning,3,11,2019,6,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2019-11-03,16:30,Everton,Tottenham,1,1,0,0,0,0,7,4,3,2,9,8,5,2,1,2,0,1,0,2,42.857142857142854,50.0,16,Afternoon,3,11,2019,6,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2019-11-08,20:00,Norwich,Watford,0,2,2,0,1,2,17,12,5,2,7,13,10,4,1,2,0,1,1,2,29.411764705882355,16.666666666666664,20,Night,8,11,2019,4,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2019-11-09,12:30,Chelsea,Crystal Palace,2,0,1,0,0,0,23,3,5,1,9,17,7,0,3,2,0,0,0,2,21.73913043478261,33.33333333333333,12,Morning,9,11,2019,5,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-11-09,15:00,Burnley,West Ham,3,0,1,2,0,1,14,7,12,4,17,10,11,4,2,1,0,0,2,3,85.71428571428571,57.14285714285714,15,Morning,9,11,2019,5,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-11-09,15:00,Newcastle,Bournemouth,2,1,1,1,1,0,20,16,9,3,10,5,5,4,2,0,0,0,2,3,45.0,18.75,15,Morning,9,11,2019,5,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-11-09,15:00,Southampton,Everton,1,2,2,0,1,2,4,24,3,5,12,12,5,9,1,1,0,0,1,3,75.0,20.833333333333336,15,Morning,9,11,2019,5,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2019-11-09,15:00,Tottenham,Sheffield United,1,1,0,0,0,0,17,14,5,4,6,9,4,4,2,2,0,0,0,2,29.411764705882355,28.57142857142857,15,Morning,9,11,2019,5,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2019-11-09,17:30,Leicester,Arsenal,2,0,1,0,0,0,19,8,7,1,10,10,5,4,1,1,0,0,0,2,36.84210526315789,12.5,17,Afternoon,9,11,2019,5,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-11-10,14:00,Man United,Brighton,3,1,1,2,0,1,21,6,11,2,10,14,5,2,2,5,0,0,2,4,52.38095238095239,33.33333333333333,14,Morning,10,11,2019,6,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-10,14:00,Wolves,Aston Villa,2,1,1,1,0,1,17,13,5,4,17,8,6,3,4,3,0,0,1,3,29.411764705882355,30.76923076923077,14,Morning,10,11,2019,6,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019-11-10,16:30,Liverpool,Man City,3,1,1,2,0,1,12,18,5,3,10,5,4,13,0,2,0,0,2,4,41.66666666666667,16.666666666666664,16,Afternoon,10,11,2019,6,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-23,12:30,West Ham,Tottenham,2,3,2,0,2,2,11,15,4,6,12,14,3,7,3,2,0,0,2,5,36.36363636363637,40.0,12,Morning,23,11,2019,5,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-11-23,15:00,Arsenal,Southampton,2,2,0,1,1,0,12,21,5,6,13,19,6,8,6,2,0,0,2,4,41.66666666666667,28.57142857142857,15,Morning,23,11,2019,5,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019-11-23,15:00,Bournemouth,Wolves,1,2,2,0,2,2,9,17,2,7,10,12,5,9,2,1,1,0,2,3,22.22222222222222,41.17647058823529,15,Morning,23,11,2019,5,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2019-11-23,15:00,Brighton,Leicester,0,2,2,0,0,0,7,19,0,9,9,1,6,7,2,0,0,0,0,2,0.0,47.368421052631575,15,Morning,23,11,2019,5,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
